@relation window9

@attribute Bepipred numeric
@attribute Iupred numeric
@attribute Seg {0,1}
@attribute Tmhmm {0,1,2,3}
@attribute True_epitope {0,1}

@data
-0.490667,0.045833,0,0,0
0.092889,0.2625,0,0,0
0.593,0.544989,1,2,0
0.620222,0.504533,0,0,0
-0.037667,0.104878,0,2,0
0.3625,0.475313,0,0,0
0.134111,0.467489,0,0,0
0.943111,0.617589,0,0,0
1.311889,0.355278,0,0,0
0.248778,0.541322,0,0,0
-0.685,0.255167,0,0,0
2.128778,0.988344,0,0,0
-0.804333,0.189533,0,0,0
-1.567333,0.049922,0,0,0
1.09,0.5674,0,2,0
-0.779444,0.035478,0,0,0
1.435333,0.589211,1,0,0
2.049111,0.851278,1,0,0
-0.272889,0.156311,0,0,0
0.309111,0.274544,0,2,0
0.792,0.325167,1,0,0
0.036778,0.698378,0,0,0
0.449889,0.422144,0,0,0
0.704889,0.738644,0,0,0
-0.535111,0.1764,0,0,0
-0.506111,0.093689,0,0,0
0.598333,0.4853,1,0,0
-0.055,0.4476,1,0,0
0.366,0.303689,0,0,0
0.303222,0.353856,1,0,0
-0.375556,0.3493,0,0,0
0.126222,0.4286,0,0,0
0.694333,0.627667,0,0,0
-0.404778,0.409433,0,0,0
-1.400445,0.037156,0,0,0
0.021222,0.318256,0,0,0
0.609778,0.635333,1,0,0
-1.419889,0.010889,0,0,0
-0.484,0.267033,0,0,0
-0.275,0.4895,0,0,0
0.576556,0.182256,0,0,0
-0.068667,0.259467,0,0,0
0.435111,0.3593,1,0,0
1.635556,0.819989,1,0,0
1.651333,0.958689,1,0,0
0.059778,0.238144,1,0,1
0.777,0.073211,0,0,0
0.428,0.223644,0,0,0
0.419556,0.244256,0,0,0
-2.257333,0.0118,0,0,0
-0.775556,0.009389,0,0,0
-0.391889,0.024556,0,0,0
-0.955111,0.130378,0,0,0
1.651667,0.717278,0,0,0
1.291,0.872333,0,0,0
0.806222,0.6129,1,0,0
-0.679222,0.325367,0,0,0
-0.486778,0.435911,0,0,0
1.002667,0.309811,0,0,0
0.476556,0.277567,0,0,0
-0.131556,0.458233,1,0,0
-0.132111,0.242211,0,0,0
1.020444,0.585344,0,0,0
-0.318556,0.082433,0,0,0
-0.927444,0.013111,1,0,0
-0.756556,0.093544,0,0,0
-0.434,0.429944,0,0,0
1.837111,0.910433,1,0,0
0.307111,0.794067,0,0,0
0.166778,0.671989,0,0,0
0.402111,0.5415,1,0,0
-0.809222,0.095689,0,0,0
-0.108778,0.037333,0,0,0
-0.946333,0.061744,0,0,0
2.104222,0.856367,0,0,0
-0.078333,0.258433,0,0,0
-0.408111,0.333556,1,0,0
-0.055111,0.261222,0,0,0
0.711222,0.012656,0,0,0
1.817778,0.867533,1,0,0
-1.621444,0.012178,0,0,0
-0.663444,0.074356,0,2,0
-1.209,0.007667,0,0,0
1.756667,0.774467,1,0,0
0.528333,0.261956,1,0,0
-0.740111,0.125567,0,0,0
0.919889,0.214856,0,0,0
0.427,0.451456,0,0,0
-0.373778,0.313411,0,0,0
-2.677667,0.030667,1,0,0
-0.722889,0.046522,0,2,0
-0.455556,0.010033,0,0,0
-0.483444,0.258267,0,0,0
0.841667,0.356811,0,0,0
0.524222,0.011733,0,0,0
0.312778,0.560655,0,0,0
0.879556,0.854322,0,0,0
0.283,0.773767,0,0,0
0.276111,0.371056,0,0,0
1.585222,0.8321,1,0,0
0.387222,0.261267,1,0,0
2.504777,0.972667,1,0,0
-0.829222,0.062244,0,0,0
0.153111,0.702278,1,0,0
0.708,0.453811,0,0,0
-0.408333,0.192789,0,0,0
