@relation window9

@attribute Bepipred numeric
@attribute Iupred numeric
@attribute Seg {0,1}
@attribute Tmhmm {0,1,2,3}
@attribute True_epitope {0,1}

@data
0.981778,0.811933,0,0,0
0.547778,0.467144,0,0,0
0.566333,0.893044,0,0,0
0.447,0.329722,0,0,0
-0.169778,0.140989,0,0,0
0.258556,0.372122,1,0,0
-0.792444,0.018622,0,0,0
1.005889,0.966956,1,0,0
-1.343,0.013344,0,0,0
-0.997444,0.083289,0,0,0
-0.438556,0.255467,0,0,0
0.342889,0.360989,0,0,0
0.380222,0.381411,0,0,0
0.024444,0.277978,0,0,0
0.730778,0.389056,1,0,0
1.814889,0.757078,0,2,0
0.887222,0.654422,0,0,0
-0.767444,0.246067,0,0,0
-0.056,0.144833,0,0,0
0.521556,0.5904,0,0,0
-1.022889,0.006978,1,0,0
-1.431778,0.008944,0,0,0
1.520222,0.747822,0,0,0
0.363222,0.296022,0,0,0
-0.052889,0.177589,0,0,0
-1.492889,0.007211,0,0,0
-1.899333,0.278722,0,0,0
-1.793778,0.131433,0,0,0
2.497667,0.872855,1,0,0
0.821667,0.841711,1,0,0
1.437222,0.806,1,0,0
0.236444,0.445844,0,0,0
-0.348,0.122278,0,0,0
0.082,0.353478,1,0,0
1.009222,0.530533,0,0,0
0.692,0.4904,0,0,0
0.120889,0.055411,0,0,0
0.742111,0.684178,1,0,0
-0.200111,0.053878,0,0,0
0.502445,0.4421,0,0,0
-1.936778,0.021756,0,0,0
0.211,0.318078,0,0,0
-0.294333,0.359522,0,0,0
-0.087,0.736933,0,0,0
-0.407778,0.224344,0,0,0
0.563111,0.752956,1,0,0
-0.319222,0.261256,0,0,0
0.549778,0.543056,1,0,0
-0.548778,0.068733,0,0,0
0.468778,0.031611,0,0,0
0.250444,0.229233,0,0,0
1.189556,0.730589,0,0,0
0.581333,0.543122,0,0,0
-0.117,0.357444,0,0,0
-0.253556,0.594711,0,0,0
1.293333,0.855922,0,0,0
2.281667,0.988478,1,0,0
1.285445,0.579844,1,0,0
-1.133222,0.027767,0,0,0
2.148222,0.9835,1,0,0
-0.291778,0.353056,0,0,0
-0.481111,0.046089,1,0,0
0.816444,0.660744,0,0,0
1.209778,0.4703,0,0,0
0.260111,0.226622,0,0,0
0.767,0.709711,0,0,0
0.411111,0.696467,0,0,0
1.574,0.742211,1,0,0
1.148445,0.477211,0,0,0
1.949778,0.838778,1,0,0
2.019444,0.913178,1,0,0
0.065778,0.153333,0,0,0
1.805667,0.730844,1,0,0
-0.905778,0.005711,0,0,0
0.766,0.536644,1,0,0
0.408556,0.161456,1,0,0
-0.253444,0.257889,0,0,0
0.463,0.646944,0,0,0
-1.291333,0.0207,0,0,0
0.728667,0.320078,0,0,0
-0.455,0.327033,0,0,0
0.552,0.201678,0,0,0
-0.454,0.196467,0,0,0
0.451556,0.548478,0,0,0
1.588333,0.695678,1,0,0
1.950555,0.877078,1,0,0
-0.045556,0.435967,0,0,0
-2.076778,0.011422,0,0,0
-0.303444,0.058256,0,0,0
1.466667,0.928889,1,0,0
0.067333,0.535289,0,0,0
1.451667,0.603567,1,0,0
1.644889,0.943233,1,2,0
1.345667,0.874178,1,0,0
1.219444,0.886022,1,2,0
-0.970778,0.099367,0,0,0
3.129778,0.9937,1,3,0
-0.151778,0.320233,0,0,0
0.433111,0.306833,0,0,0
-1.703889,0.010778,1,0,0
0.712778,0.418311,0,0,0
0.543111,0.578733,0,0,0
1.262,0.813611,0,0,0
-0.919333,0.025678,0,0,0
-0.498556,0.436711,0,0,0
1.136778,0.744956,1,0,0
1.502333,0.395233,0,0,0
-0.552778,0.385333,0,0,0
0.179,0.346233,0,0,0
0.704222,0.785722,0,0,0
1.061555,0.5507,1,0,0
-0.517333,0.534145,0,0,0
1.159667,0.909578,0,2,0
0.167667,0.101856,0,0,0
0.344444,0.262167,0,0,0
0.570444,0.340933,0,0,0
-1.03,0.0269,0,0,0
-1.071222,0.108889,0,0,0
0.286444,0.278178,0,0,0
0.915889,0.750744,0,0,0
0.169556,0.009733,0,3,0
-0.85,0.023567,0,0,0
0.190222,0.250244,0,0,0
1.803778,0.976645,1,0,0
-0.162222,0.242778,0,0,0
1.912111,0.710856,1,0,0
0.241333,0.336711,0,0,0
-0.114556,0.386922,0,0,0
0.74,0.453044,0,0,0
-0.467556,0.123544,0,0,1
0.546444,0.7071,0,0,0
-0.132333,0.370644,0,0,0
0.663556,0.712356,1,0,0
0.555333,0.257744,0,0,0
1.121778,0.939556,0,0,0
0.836889,0.238022,0,0,0
1.322555,0.488167,0,0,0
0.705444,0.704411,0,0,0
0.776889,0.438656,0,0,0
-0.099889,0.342656,0,0,0
1.693667,0.511544,0,0,0
-0.214889,0.315489,0,0,0
1.393667,0.696467,0,0,0
1.211111,0.921967,1,0,0
0.051667,0.264778,0,0,0
1.507,0.98228,1,0,0
0.775333,0.881189,1,0,0
-0.194667,0.270656,0,0,0
0.696111,0.568056,0,0,0
0.795556,0.796556,0,0,0
-1.791444,0.0042,0,0,0
-0.907,0.051211,0,0,0
0.488444,0.489778,0,0,0
-0.001,0.252244,0,0,0
-0.273556,0.409633,0,0,0
-1.856555,0.0059,0,0,0
-0.321556,0.241589,0,0,0
0.853667,0.798256,0,0,0
1.704333,0.6306,1,0,0
0.492,0.223033,0,0,0
-1.076445,0.173822,1,0,0
0.770556,0.300067,0,0,0
0.430111,0.409256,0,0,0
0.429556,0.224133,0,0,0
0.440889,0.698422,0,2,0
-0.084778,0.246544,0,0,0
-0.425556,0.160522,0,0,0
-1.070889,0.007322,0,0,0
0.056111,0.168778,0,0,0
-0.641444,0.092044,0,0,0
0.797667,0.344811,0,0,0
-0.237111,0.347489,0,0,0
-0.358556,0.1378,0,0,0
0.388444,0.423678,0,0,0
0.169556,0.075089,0,0,0
0.837778,0.393656,0,0,0
0.023444,0.120311,0,0,0
0.113889,0.534222,0,0,0
-0.058222,0.3238,1,0,0
-0.853375,0.08295,0,0,0
-0.577556,0.318756,1,0,0
-0.373222,0.268733,0,0,0
1.840667,0.770889,1,0,0
0.624444,0.641711,0,0,0
2.002889,0.927467,1,0,0
-0.342778,0.399967,0,2,0
0.960667,0.879567,0,0,0
0.538,0.576078,0,0,0
-0.676444,0.101289,0,0,0
-1.684333,0.049578,0,0,0
0.110111,0.252356,0,0,0
-0.684111,0.110167,0,0,0
2.290111,0.9899,1,0,0
1.326111,0.710022,1,2,0
-1.063667,0.057956,0,0,0
-0.526778,0.536856,0,0,0
0.114333,0.286778,0,0,0
-0.897444,0.036967,0,0,0
-0.128444,0.384067,0,0,0
-0.573889,0.018956,0,2,0
1.063111,0.690444,0,0,0
0.553333,0.265956,0,0,0
1.001556,0.688889,1,2,0
1.275778,0.762011,1,0,0
0.972889,0.564111,0,0,0
-1.073222,0.125011,0,0,0
0.232,0.134767,0,2,0
0.880889,0.609633,1,0,0
-0.199556,0.190589,0,0,0
